token,source_text,cleaned_video_path,cleaned_pose_path,num_frames,pose_dim,signer_id,take_id,id,trim_start_frames,trim_end_frames,success,error_message
قبل النوم,قبل النوم,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/قبل النوم/S01_T03.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/قبل النوم/TOK_0045_T03.npy,45,1629,S01,T03,TOK_0045_T03,12,0,True,
قبل النوم,قبل النوم,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/قبل النوم/S01_T04.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/قبل النوم/TOK_0045_T04.npy,46,1629,S01,T04,TOK_0045_T04,0,0,True,
كبسوله,كبسولة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/كبسوله/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/كبسوله/TOK_0046_T01.npy,25,1629,S01,T01,TOK_0046_T01,14,0,True,
كبسوله,كبسولة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/كبسوله/S01_T02.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/كبسوله/TOK_0046_T02.npy,42,1629,S01,T02,TOK_0046_T02,1,0,True,
كبسوله,كبسولة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/كبسوله/S01_T03.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/كبسوله/TOK_0046_T03.npy,67,1629,S01,T03,TOK_0046_T03,3,7,True,
كبسوله,كبسولة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/كبسوله/S01_T04.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/كبسوله/TOK_0046_T04.npy,39,1629,S01,T04,TOK_0046_T04,0,0,True,
كريم,كريم,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/كريم/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/كريم/TOK_0047_T01.npy,46,1629,S01,T01,TOK_0047_T01,3,5,True,
كريم,كريم,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/كريم/S01_T02.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/كريم/TOK_0047_T02.npy,50,1629,S01,T02,TOK_0047_T02,0,0,True,
كريم,كريم,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/كريم/S01_T03.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/كريم/TOK_0047_T03.npy,69,1629,S01,T03,TOK_0047_T03,0,0,True,
كريم,كريم,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/كريم/S01_T04.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/كريم/TOK_0047_T04.npy,41,1629,S01,T04,TOK_0047_T04,0,0,True,
كل 12 ساعه,كل ١٢ ساعة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/كل 12 ساعه/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/كل 12 ساعه/TOK_0048_T01.npy,99,1629,S01,T01,TOK_0048_T01,13,3,True,
كل 12 ساعه,كل ١٢ ساعة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/كل 12 ساعه/S01_T02.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/كل 12 ساعه/TOK_0048_T02.npy,107,1629,S01,T02,TOK_0048_T02,8,10,True,
كل 12 ساعه,كل ١٢ ساعة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/كل 12 ساعه/S01_T03.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/كل 12 ساعه/TOK_0048_T03.npy,93,1629,S01,T03,TOK_0048_T03,0,4,True,
كل 12 ساعه,كل ١٢ ساعة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/كل 12 ساعه/S01_T04.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/كل 12 ساعه/TOK_0048_T04.npy,71,1629,S01,T04,TOK_0048_T04,0,4,True,
كل 12 ساعه,كل ١٢ ساعة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/كل 12 ساعه/S01_T05.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/كل 12 ساعه/TOK_0048_T05.npy,55,1629,S01,T05,TOK_0048_T05,15,4,True,
كل 8 ساعات,كل ٨ ساعات,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/كل 8 ساعات/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/كل 8 ساعات/TOK_0049_T01.npy,47,1629,S01,T01,TOK_0049_T01,0,4,True,
كل 8 ساعات,كل ٨ ساعات,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/كل 8 ساعات/S01_T02.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/كل 8 ساعات/TOK_0049_T02.npy,61,1629,S01,T02,TOK_0049_T02,0,0,True,
كل 8 ساعات,كل ٨ ساعات,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/كل 8 ساعات/S01_T03.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/كل 8 ساعات/TOK_0049_T03.npy,72,1629,S01,T03,TOK_0049_T03,2,5,True,
كل 8 ساعات,كل ٨ ساعات,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/كل 8 ساعات/S01_T04.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/كل 8 ساعات/TOK_0049_T04.npy,88,1629,S01,T04,TOK_0049_T04,3,0,True,
كل 8 ساعات,كل ٨ ساعات,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/كل 8 ساعات/S01_T05.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/كل 8 ساعات/TOK_0049_T05.npy,79,1629,S01,T05,TOK_0049_T05,0,5,True,
لمده,لمدة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/لمده/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/لمده/TOK_0050_T01.npy,41,1629,S01,T01,TOK_0050_T01,10,0,True,
لمده,لمدة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/لمده/S01_T02.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/لمده/TOK_0050_T02.npy,42,1629,S01,T02,TOK_0050_T02,0,0,True,
لمده,لمدة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/لمده/S01_T03.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/لمده/TOK_0050_T03.npy,36,1629,S01,T03,TOK_0050_T03,1,0,True,
لمده,لمدة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/لمده/S01_T04.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/لمده/TOK_0050_T04.npy,41,1629,S01,T04,TOK_0050_T04,0,0,True,
ماء,ماء,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/ماء/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/ماء/TOK_0051_T01.npy,32,1629,S01,T01,TOK_0051_T01,3,8,True,
ماء,ماء,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/ماء/S01_T02.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/ماء/TOK_0051_T02.npy,32,1629,S01,T02,TOK_0051_T02,1,3,True,
ماء,ماء,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/ماء/S01_T03.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/ماء/TOK_0051_T03.npy,39,1629,S01,T03,TOK_0051_T03,6,0,True,
مرات باليوم,مرات باليوم,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/مرات باليوم/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/مرات باليوم/TOK_0052_T01.npy,56,1629,S01,T01,TOK_0052_T01,3,1,True,
مرات باليوم,مرات باليوم,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/مرات باليوم/S01_T02.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/مرات باليوم/TOK_0052_T02.npy,61,1629,S01,T02,TOK_0052_T02,1,1,True,
مرات باليوم,مرات باليوم,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/مرات باليوم/S01_T03.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/مرات باليوم/TOK_0052_T03.npy,61,1629,S01,T03,TOK_0052_T03,0,0,True,
مرات باليوم,مرات باليوم,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/مرات باليوم/S01_T04.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/مرات باليوم/TOK_0052_T04.npy,71,1629,S01,T04,TOK_0052_T04,14,3,True,
مره واحده,مرة واحدة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/مره واحده/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/مره واحده/TOK_0053_T01.npy,37,1629,S01,T01,TOK_0053_T01,0,0,True,
مره واحده,مرة واحدة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/مره واحده/S01_T02.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/مره واحده/TOK_0053_T02.npy,56,1629,S01,T02,TOK_0053_T02,0,2,True,
مره واحده,مرة واحدة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/مره واحده/S01_T03.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/مره واحده/TOK_0053_T03.npy,45,1629,S01,T03,TOK_0053_T03,2,1,True,
مره واحده,مرة واحدة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/مره واحده/S01_T04.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/مره واحده/TOK_0053_T04.npy,34,1629,S01,T04,TOK_0053_T04,0,0,True,
مرتفع,مرتفع,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/مرتفع/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/مرتفع/TOK_0054_T01.npy,36,1629,S01,T01,TOK_0054_T01,2,2,True,
مرتين,مرتين,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/مرتين/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/مرتين/TOK_0055_T01.npy,17,1629,S01,T01,TOK_0055_T01,10,15,True,
مرتين,مرتين,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/مرتين/S01_T02.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/مرتين/TOK_0055_T02.npy,44,1629,S01,T02,TOK_0055_T02,3,0,True,
مرتين,مرتين,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/مرتين/S01_T03.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/مرتين/TOK_0055_T03.npy,53,1629,S01,T03,TOK_0055_T03,0,2,True,
مرتين,مرتين,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/مرتين/S01_T04.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/مرتين/TOK_0055_T04.npy,58,1629,S01,T04,TOK_0055_T04,0,0,True,
مرتين,مرتين,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/مرتين/S01_T05.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/مرتين/TOK_0055_T05.npy,45,1629,S01,T05,TOK_0055_T05,0,1,True,
مرهم,مرهم,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/مرهم/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/مرهم/TOK_0056_T01.npy,50,1629,S01,T01,TOK_0056_T01,0,6,True,
مرهم,مرهم,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/مرهم/S01_T02.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/مرهم/TOK_0056_T02.npy,45,1629,S01,T02,TOK_0056_T02,0,0,True,
مرهم,مرهم,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/مرهم/S01_T03.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/مرهم/TOK_0056_T03.npy,55,1629,S01,T03,TOK_0056_T03,0,0,True,
مستقر,مستقر,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/مستقر/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/مستقر/TOK_0057_T01.npy,43,1629,S01,T01,TOK_0057_T01,6,4,True,
مع الاكل,مع الأكل,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/مع الاكل/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/مع الاكل/TOK_0058_T01.npy,51,1629,S01,T01,TOK_0058_T01,0,1,True,
مع الاكل,مع الأكل,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/مع الاكل/S01_T02.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/مع الاكل/TOK_0058_T02.npy,53,1629,S01,T02,TOK_0058_T02,0,1,True,
مع الاكل,مع الأكل,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/مع الاكل/S01_T03.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/مع الاكل/TOK_0058_T03.npy,59,1629,S01,T03,TOK_0058_T03,0,3,True,
مع الاكل,مع الأكل,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/مع الاكل/S01_T04.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/مع الاكل/TOK_0058_T04.npy,49,1629,S01,T04,TOK_0058_T04,0,1,True,
معلقه كبيره,معلقة كبيرة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/معلقه كبيره/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/معلقه كبيره/TOK_0060_T01.npy,30,1629,S01,T01,TOK_0060_T01,30,2,True,
ممكان بارد,ممكان بارد,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/ممكان بارد/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/ممكان بارد/TOK_0061_T01.npy,72,1629,S01,T01,TOK_0061_T01,13,26,True,
ممكان بارد,ممكان بارد,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/ممكان بارد/S01_T02.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/ممكان بارد/TOK_0061_T02.npy,67,1629,S01,T02,TOK_0061_T02,0,4,True,
ممنوع لا,ممنوع - لا,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/ممنوع لا/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/ممنوع لا/TOK_0062_T01.npy,45,1629,S01,T01,TOK_0062_T01,0,1,True,
ممنوع لا,ممنوع - لا,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/ممنوع لا/S01_T02.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/ممنوع لا/TOK_0062_T02.npy,42,1629,S01,T02,TOK_0062_T02,0,0,True,
ممنوع لا,ممنوع - لا,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/ممنوع لا/S01_T03.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/ممنوع لا/TOK_0062_T03.npy,46,1629,S01,T03,TOK_0062_T03,0,4,True,
ممنوع لا,ممنوع - لا,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/ممنوع لا/S01_T04.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/ممنوع لا/TOK_0062_T04.npy,42,1629,S01,T04,TOK_0062_T04,0,2,True,
منخفض,منخفض,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/منخفض/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/منخفض/TOK_0063_T01.npy,33,1629,S01,T01,TOK_0063_T01,1,10,True,
نصف حبه,نصف حبة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/نصف حبه/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/نصف حبه/TOK_0064_T01.npy,62,1629,S01,T01,TOK_0064_T01,14,8,True,
نصف حبه,نصف حبة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/نصف حبه/S01_T02.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/نصف حبه/TOK_0064_T02.npy,29,1629,S01,T02,TOK_0064_T02,0,6,True,
نصف ساعه,نصف ساعة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/نصف ساعه/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/نصف ساعه/TOK_0065_T01.npy,35,1629,S01,T01,TOK_0065_T01,7,16,True,
نعاس,نعاس,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/نعاس/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/نعاس/TOK_0066_T01.npy,54,1629,S01,T01,TOK_0066_T01,1,0,True,
نعاس,نعاس,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/نعاس/S01_T02.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/نعاس/TOK_0066_T02.npy,41,1629,S01,T02,TOK_0066_T02,0,0,True,
نعاس,نعاس,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/نعاس/S01_T03.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/نعاس/TOK_0066_T03.npy,74,1629,S01,T03,TOK_0066_T03,0,2,True,
نعاس,نعاس,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/نعاس/S01_T04.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/نعاس/TOK_0066_T04.npy,47,1629,S01,T04,TOK_0066_T04,0,1,True,
نقطه,نقطة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/نقطه/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/نقطه/TOK_0067_T01.npy,47,1629,S01,T01,TOK_0067_T01,0,10,True,
نقطه,نقطة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/نقطه/S01_T02.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/نقطه/TOK_0067_T02.npy,37,1629,S01,T02,TOK_0067_T02,0,0,True,
نقطه,نقطة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/نقطه/S01_T03.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/نقطه/TOK_0067_T03.npy,56,1629,S01,T03,TOK_0067_T03,1,1,True,
نقطه,نقطة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/نقطه/S01_T04.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/نقطه/TOK_0067_T04.npy,44,1629,S01,T04,TOK_0067_T04,2,0,True,
واحد,واحد,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/واحد/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/واحد/TOK_0068_T01.npy,33,1629,S01,T01,TOK_0068_T01,0,6,True,
واحد,واحد,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/واحد/S01_T02.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/واحد/TOK_0068_T02.npy,29,1629,S01,T02,TOK_0068_T02,0,0,True,
واحد,واحد,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/واحد/S01_T03.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/واحد/TOK_0068_T03.npy,38,1629,S01,T03,TOK_0068_T03,0,3,True,
واحد,واحد,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/واحد/S01_T04.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/واحد/TOK_0068_T04.npy,23,1629,S01,T04,TOK_0068_T04,0,0,True,
يوم,يوم,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/يوم/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/يوم/TOK_0069_T01.npy,41,1629,S01,T01,TOK_0069_T01,2,4,True,
يوم,يوم,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/يوم/S01_T02.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/يوم/TOK_0069_T02.npy,41,1629,S01,T02,TOK_0069_T02,0,1,True,
يوم,يوم,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/يوم/S01_T03.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/يوم/TOK_0069_T03.npy,57,1629,S01,T03,TOK_0069_T03,0,2,True,
يوم,يوم,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/يوم/S01_T04.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/يوم/TOK_0069_T04.npy,41,1629,S01,T04,TOK_0069_T04,0,1,True,
يوميا,يومياً,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/يوميا/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/يوميا/TOK_0070_T01.npy,50,1629,S01,T01,TOK_0070_T01,0,4,True,
يوميا,يومياً,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/يوميا/S01_T02.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/يوميا/TOK_0070_T02.npy,50,1629,S01,T02,TOK_0070_T02,0,2,True,
يوميا,يومياً,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/يوميا/S01_T03.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/يوميا/TOK_0070_T03.npy,42,1629,S01,T03,TOK_0070_T03,13,2,True,
يوميا,يومياً,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/يوميا/S01_T04.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/يوميا/TOK_0070_T04.npy,51,1629,S01,T04,TOK_0070_T04,0,2,True,
